Name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,ID
"Mahindra Bolero SLE BSIII",2011,280000,120000,Diesel,Individual,Manual,"First Owner","13.6 kmpl","2523 CC","63 bhp","180 Nm at 1440-1500rpm",7,1535
"Mahindra Bolero SLE BSIII",2011,400000,70000,Diesel,Individual,Manual,"Second Owner","13.6 kmpl","2523 CC","63 bhp","180 Nm at 1440-1500rpm",7,1536
"Mahindra Bolero SLX",2011,340000,100000,Diesel,Individual,Manual,"Second Owner","13.6 kmpl","2523 CC","63 bhp","180 Nm at 1440-1500rpm",7,1537
"Mahindra Bolero SLX",2011,340000,100000,Diesel,Individual,Manual,"Second Owner","13.6 kmpl","2523 CC","63 bhp","180 Nm at 1440-1500rpm",7,1538
"Mahindra Bolero SLX",2011,440000,60000,Diesel,Individual,Manual,"Second Owner","13.6 kmpl","2523 CC","63 bhp","180 Nm at 1440-1500rpm",7,1539
"Mahindra Bolero SLX",2011,400000,120000,Diesel,Individual,Manual,"Second Owner","13.6 kmpl","2523 CC","63 bhp","180 Nm at 1440-1500rpm",7,1540
"Mahindra Bolero SLX",2011,370000,110000,Diesel,Individual,Manual,"Second Owner","13.6 kmpl","2523 CC","63 bhp","180 Nm at 1440-1500rpm",7,1541
"Mahindra Bolero SLX",2011,409999,50000,Diesel,Individual,Manual,"Second Owner","13.6 kmpl","2523 CC","63 bhp","180 Nm at 1440-1500rpm",7,1542
"Mahindra Bolero SLX 2WD",2011,455000,90000,Diesel,Individual,Manual,"First Owner","13.6 kmpl","2523 CC","63 bhp","180 Nm at 1440-1500rpm",7,1543
"Mahindra Bolero SLX 2WD",2011,445000,90000,Diesel,Individual,Manual,"First Owner","13.6 kmpl","2523 CC","63 bhp","180 Nm at 1440-1500rpm",7,1544
"Mahindra Bolero SLX 2WD BSIII",2011,350000,200000,Diesel,Individual,Manual,"Second Owner","13.6 kmpl","2523 CC","63 bhp","180 Nm at 1440-1500rpm",7,1545
"Mahindra Bolero SLX 2WD BSIII",2011,380000,239451,Diesel,Individual,Manual,"Second Owner","13.6 kmpl","2523 CC","63 bhp","180 Nm at 1440-1500rpm",7,1546
"Mahindra Bolero SLX 4WD BSIII",2011,310000,5000,Diesel,Individual,Manual,"First Owner","13.6 kmpl","2523 CC","63 bhp","180 Nm at 1440-1500rpm",7,1547
"Mahindra Bolero VLX CRDe",2011,450000,100000,Diesel,Individual,Manual,"Second Owner","13.6 kmpl","2523 CC","63 bhp","180 Nm at 1440-1500rpm",7,1548
"Mahindra Logan Diesel 1.5 DLE",2011,180000,190000,Diesel,Individual,Manual,"Third Owner","19.2 kmpl","1461 CC","65 bhp","16@ 2,000(kgm@ rpm)",5,1549
"Mahindra Logan Diesel 1.5 DLS",2011,229999,105000,Diesel,Individual,Manual,"Second Owner","19.2 kmpl","1461 CC","65 bhp","16@ 2,000(kgm@ rpm)",5,1550
"Mahindra Scorpio 2.6 CRDe SLE",2011,441000,70000,Diesel,Individual,Manual,"Second Owner","10.5 kmpl","2609 CC","120 bhp","290Nm@ 1800-2800rpm",7,1551
"Mahindra Scorpio EX",2011,385000,120000,Diesel,Individual,Manual,"Second Owner","14.0 kmpl","2523 CC","75 bhp","200Nm@ 1400-2200rpm",8,1552
"Mahindra Scorpio LX",2011,404000,122358,Diesel,Individual,Manual,"First Owner","12.05 kmpl","2179 CC","120 bhp","290Nm@ 1800-2800rpm",9,1553
"Mahindra Scorpio LX",2011,550000,80000,Diesel,Individual,Manual,"Second Owner","12.05 kmpl","2179 CC","120 bhp","290Nm@ 1800-2800rpm",9,1554
"Mahindra Scorpio LX BSIV",2011,550000,70000,Diesel,Individual,Manual,"Second Owner","12.05 kmpl","2179 CC","120 bhp","290Nm@ 1800-2800rpm",9,1555
"Mahindra Scorpio M2DI",2011,420000,100000,Diesel,Individual,Manual,"Second Owner","13.5 kmpl","2179 CC","115 bhp","277.5Nm@ 1700-2200rpm",5,1556
"Mahindra Scorpio M2DI",2011,450000,150000,Diesel,Individual,Manual,"Fourth & Above Owner","13.5 kmpl","2179 CC","115 bhp","277.5Nm@ 1700-2200rpm",5,1557
"Mahindra Scorpio M2DI",2011,350000,120000,Diesel,Individual,Manual,"Third Owner","13.5 kmpl","2179 CC","115 bhp","277.5Nm@ 1700-2200rpm",5,1558
"Mahindra Scorpio M2DI",2011,484999,80000,Diesel,Individual,Manual,"Second Owner","13.5 kmpl","2179 CC","115 bhp","277.5Nm@ 1700-2200rpm",5,1559
"Mahindra Scorpio M2DI",2011,400000,140000,Diesel,Individual,Manual,"Second Owner","13.5 kmpl","2179 CC","115 bhp","277.5Nm@ 1700-2200rpm",5,1560
"Mahindra Scorpio M2DI",2011,400000,475000,Diesel,Individual,Manual,"Third Owner","13.5 kmpl","2179 CC","115 bhp","277.5Nm@ 1700-2200rpm",5,1561
"Mahindra Scorpio M2DI",2011,360000,100000,Diesel,Individual,Manual,"Fourth & Above Owner","13.5 kmpl","2179 CC","115 bhp","277.5Nm@ 1700-2200rpm",5,1562
"Mahindra Scorpio SLE BSIII",2011,400000,320000,Diesel,Individual,Manual,"Third Owner","12.05 kmpl","2179 CC","120 bhp","290Nm@ 1800-2800rpm",8,1563
"Mahindra Scorpio SLE BSIV",2011,400000,110000,Diesel,Individual,Manual,"Second Owner","12.05 kmpl","2179 CC","120 bhp","290Nm@ 1800-2800rpm",8,1564
"Mahindra Scorpio VLS AT 2.2 mHAWK",2011,450000,95000,Diesel,Individual,Automatic,"Second Owner","11.79 kmpl","2179 CC","120 bhp","290Nm@ 1800-2800rpm",8,1565
"Mahindra Scorpio VLX 2WD ABS AT BSIII",2011,500000,150000,Diesel,Individual,Automatic,"Second Owner","11.79 kmpl","2179 CC","120 bhp","290Nm@ 1800-2800rpm",8,1566
"Mahindra Scorpio VLX 2WD AIRBAG BSIII",2011,550000,260000,Diesel,Individual,Manual,"Fourth & Above Owner","12.05 kmpl","2179 CC","120 bhp","290Nm@ 1800-2800rpm",8,1567
"Mahindra Scorpio VLX 2WD AIRBAG BSIV",2011,600000,50000,Diesel,Individual,Manual,"Third Owner","12.05 kmpl","2179 CC","120 bhp","290Nm@ 1800-2800rpm",8,1568
"Mahindra Scorpio VLX 2WD AIRBAG BSIV",2011,450000,90000,Diesel,Individual,Manual,"Third Owner","12.05 kmpl","2179 CC","120 bhp","290Nm@ 1800-2800rpm",8,1569
"Mahindra Scorpio VLX 2WD BSIV",2011,430000,120000,Diesel,Individual,Manual,"Second Owner","12.05 kmpl","2179 CC","120 bhp","290Nm@ 1800-2800rpm",8,1570
"Mahindra Scorpio VLX 4WD AIRBAG BSIV",2011,525000,96000,Diesel,Individual,Manual,"First Owner","12.05 kmpl","2179 CC","120 bhp","290Nm@ 1800-2800rpm",8,1571
"Mahindra Verito 1.5 D2 BSIII",2011,229999,170000,Diesel,Individual,Manual,"Second Owner","21.0 kmpl","1461 CC","64.1 bhp","160Nm@ 2000rpm",5,1572
"Mahindra Verito 1.5 D2 BSIII",2011,180000,218000,Diesel,Individual,Manual,"First Owner","21.0 kmpl","1461 CC","64.1 bhp","160Nm@ 2000rpm",5,1573
"Mahindra Verito 1.5 D2 BSIII",2011,210000,215000,Diesel,Individual,Manual,"First Owner","21.0 kmpl","1461 CC","64.1 bhp","160Nm@ 2000rpm",5,1574
"Mahindra Verito 1.5 D2 BSIV",2011,200000,120000,Diesel,Individual,Manual,"Third Owner","21.0 kmpl","1461 CC","64.1 bhp","160Nm@ 2000rpm",5,1575
"Mahindra Verito 1.5 D4 BSIII",2011,225000,57000,Diesel,Individual,Manual,"Second Owner","21.0 kmpl","1461 CC","64.1 bhp","160Nm@ 2000rpm",5,1576
"Mahindra Verito 1.5 D4 BSIII",2011,174000,100000,Diesel,Individual,Manual,"Second Owner","21.0 kmpl","1461 CC","64.1 bhp","160Nm@ 2000rpm",5,1577
"Mahindra XUV500 W6 2WD",2011,475000,108000,Diesel,Dealer,Manual,"First Owner","16.0 kmpl","2179 CC","140 bhp","330Nm@ 1600-2800rpm",7,1578
"Mahindra XUV500 W6 2WD",2011,475000,108000,Diesel,Dealer,Manual,"First Owner","16.0 kmpl","2179 CC","140 bhp","330Nm@ 1600-2800rpm",7,1579
"Mahindra XUV500 W8 2WD",2011,575000,110000,Diesel,Individual,Manual,"Second Owner","15.1 kmpl","2179 CC","140 bhp","330Nm@ 1600-2800rpm",7,1580
"Mahindra XUV500 W8 4WD",2011,590000,80000,Diesel,Individual,Manual,"Third Owner","15.1 kmpl","2179 CC","140 bhp","330Nm@ 1600-2800rpm",7,1581
"Mahindra Xylo D2",2011,250000,120000,Diesel,Individual,Manual,"First Owner","13.0 kmpl","2489 CC","95 bhp","220Nm at 1400-2600 rpm",8,1582
"Mahindra Xylo D2",2011,200000,200000,Diesel,Individual,Manual,"Third Owner","13.0 kmpl","2489 CC","95 bhp","220Nm at 1400-2600 rpm",8,1583
"Mahindra Xylo D2",2011,450000,56000,Diesel,Individual,Manual,"First Owner","13.0 kmpl","2489 CC","95 bhp","220Nm at 1400-2600 rpm",8,1584
"Mahindra Xylo D2",2011,350000,120000,Diesel,Individual,Manual,"First Owner","13.0 kmpl","2489 CC","95 bhp","220Nm at 1400-2600 rpm",8,1585
"Mahindra Xylo D2",2011,180000,120000,Diesel,Individual,Manual,"Second Owner","13.0 kmpl","2489 CC","95 bhp","220Nm at 1400-2600 rpm",8,1586
"Mahindra Xylo D2",2011,250000,100000,Diesel,Individual,Manual,"Second Owner","13.0 kmpl","2489 CC","95 bhp","220Nm at 1400-2600 rpm",8,1587
"Mahindra Xylo D2 BS IV",2011,200000,120000,Diesel,Individual,Manual,"First Owner","14.0 kmpl","2489 CC","95 bhp","220Nm at 1400-2600 rpm",8,1588
"Mahindra Xylo E4",2011,240000,116000,Diesel,Individual,Manual,"First Owner","14.0 kmpl","2498 CC","112 bhp","260 Nm at 1800-2200 rpm",7,1589
"Mahindra Xylo E4",2011,150000,130000,Diesel,Individual,Manual,"Second Owner","14.0 kmpl","2498 CC","112 bhp","260 Nm at 1800-2200 rpm",7,1590
"Mahindra Xylo E6",2011,270000,70000,Diesel,Individual,Manual,"Second Owner","14.0 kmpl","2498 CC","112 bhp","260 Nm at 1800-2200 rpm",7,1591
"Mahindra Xylo E8 ABS Airbag",2011,600000,230000,Diesel,Individual,Manual,"First Owner","14.0 kmpl","2498 CC","112 bhp","260 Nm at 1800-2200 rpm",7,1592
"Maruti 800 AC",2011,100000,120000,Petrol,Individual,Manual,"Second Owner","16.1 kmpl","796 CC","37 bhp","59Nm@ 2500rpm",4,1593
"Maruti A-Star Vxi",2011,204999,60000,Petrol,Individual,Manual,"First Owner","19.0 kmpl","998 CC","66.1 bhp","90Nm@ 3500rpm",5,1594
"Maruti A-Star Vxi",2011,347000,30000,Petrol,Individual,Manual,"First Owner","19.0 kmpl","998 CC","66.1 bhp","90Nm@ 3500rpm",5,1595
"Maruti A-Star Vxi",2011,170000,70000,Petrol,Individual,Manual,"Third Owner","19.0 kmpl","998 CC","66.1 bhp","90Nm@ 3500rpm",5,1596
"Maruti A-Star Vxi",2011,220000,90000,Petrol,Individual,Manual,"Second Owner","19.0 kmpl","998 CC","66.1 bhp","90Nm@ 3500rpm",5,1597
"Maruti Alto K10 2010-2014 VXI",2011,225000,76000,Petrol,Individual,Manual,"Second Owner","20.92 kmpl","998 CC","67.1 bhp","90Nm@ 3500rpm",5,1598
"Maruti Alto K10 2010-2014 VXI",2011,225000,30000,Petrol,Individual,Manual,"First Owner","20.92 kmpl","998 CC","67.1 bhp","90Nm@ 3500rpm",5,1599
"Maruti Alto K10 2010-2014 VXI",2011,235000,60000,Petrol,Individual,Manual,"First Owner","20.92 kmpl","998 CC","67.1 bhp","90Nm@ 3500rpm",5,1600
"Maruti Alto K10 2010-2014 VXI",2011,229999,40000,Petrol,Individual,Manual,"Second Owner","20.92 kmpl","998 CC","67.1 bhp","90Nm@ 3500rpm",5,1601
"Maruti Alto K10 2010-2014 VXI",2011,190000,92500,Petrol,Individual,Manual,"Second Owner","20.92 kmpl","998 CC","67.1 bhp","90Nm@ 3500rpm",5,1602
"Maruti Alto K10 2010-2014 VXI",2011,210000,35000,Petrol,Individual,Manual,"Second Owner","20.92 kmpl","998 CC","67.1 bhp","90Nm@ 3500rpm",5,1603
"Maruti Alto K10 2010-2014 VXI",2011,140000,50000,Petrol,Individual,Manual,"Third Owner","20.92 kmpl","998 CC","67.1 bhp","90Nm@ 3500rpm",5,1604
"Maruti Alto K10 2010-2014 VXI",2011,210000,46000,Petrol,Individual,Manual,"First Owner","20.92 kmpl","998 CC","67.1 bhp","90Nm@ 3500rpm",5,1605
"Maruti Alto K10 LXI",2011,135000,110048,Petrol,Individual,Manual,"Third Owner","20.92 kmpl","998 CC","67.1 bhp","90Nm@ 3500rpm",5,1606
"Maruti Alto K10 LXI",2011,199000,70000,Petrol,Individual,Manual,"Third Owner","20.92 kmpl","998 CC","67.1 bhp","90Nm@ 3500rpm",5,1607
"Maruti Alto K10 LXI",2011,165000,90000,Petrol,Individual,Manual,"First Owner","20.92 kmpl","998 CC","67.1 bhp","90Nm@ 3500rpm",5,1608
"Maruti Alto K10 LXI",2011,180000,70000,Petrol,Individual,Manual,"First Owner","20.92 kmpl","998 CC","67.1 bhp","90Nm@ 3500rpm",5,1609
"Maruti Alto K10 VXI",2011,175000,11000,Petrol,Dealer,Manual,"First Owner","23.95 kmpl","998 CC","67.05 bhp","90Nm@ 3500rpm",5,1610
"Maruti Alto K10 VXI",2011,175000,11000,Petrol,Dealer,Manual,"First Owner","23.95 kmpl","998 CC","67.05 bhp","90Nm@ 3500rpm",5,1611
"Maruti Alto LX",2011,175000,175000,Petrol,Individual,Manual,"Second Owner","19.7 kmpl","796 CC","46.3 bhp","62Nm@ 3000rpm",5,1612
"Maruti Alto LX",2011,140000,72000,Petrol,Individual,Manual,"Second Owner","19.7 kmpl","796 CC","46.3 bhp","62Nm@ 3000rpm",5,1613
"Maruti Alto LX",2011,220000,35000,Petrol,Individual,Manual,"First Owner","19.7 kmpl","796 CC","46.3 bhp","62Nm@ 3000rpm",5,1614
"Maruti Alto LX",2011,130000,60000,Petrol,Individual,Manual,"Third Owner","19.7 kmpl","796 CC","46.3 bhp","62Nm@ 3000rpm",5,1615
"Maruti Alto LX",2011,170000,70000,Petrol,Individual,Manual,"Third Owner","19.7 kmpl","796 CC","46.3 bhp","62Nm@ 3000rpm",5,1616
"Maruti Alto LX",2011,114999,10000,Petrol,Individual,Manual,"First Owner","19.7 kmpl","796 CC","46.3 bhp","62Nm@ 3000rpm",5,1617
"Maruti Alto LXi",2011,160000,25000,Petrol,Individual,Manual,"Second Owner","19.7 kmpl","796 CC","46.3 bhp","62Nm@ 3000rpm",5,1618
"Maruti Alto LXi",2011,200000,73000,Petrol,Individual,Manual,"First Owner","19.7 kmpl","796 CC","46.3 bhp","62Nm@ 3000rpm",5,1619
"Maruti Alto LXi",2011,225000,90000,Petrol,Individual,Manual,"First Owner","19.7 kmpl","796 CC","46.3 bhp","62Nm@ 3000rpm",5,1620
"Maruti Alto LXi",2011,160000,25000,Petrol,Individual,Manual,"Second Owner","19.7 kmpl","796 CC","46.3 bhp","62Nm@ 3000rpm",5,1621
"Maruti Alto LXi",2011,122000,110000,Petrol,Individual,Manual,"Fourth & Above Owner","19.7 kmpl","796 CC","46.3 bhp","62Nm@ 3000rpm",5,1622
"Maruti Alto LXi",2011,148000,40000,Petrol,Individual,Manual,"Third Owner","19.7 kmpl","796 CC","46.3 bhp","62Nm@ 3000rpm",5,1623
"Maruti Alto LXi",2011,175000,50000,Petrol,Individual,Manual,"First Owner","19.7 kmpl","796 CC","46.3 bhp","62Nm@ 3000rpm",5,1624
"Maruti Alto LXi",2011,155000,40000,Petrol,Individual,Manual,"First Owner","19.7 kmpl","796 CC","46.3 bhp","62Nm@ 3000rpm",5,1625
"Maruti Alto LXi",2011,215000,50000,Petrol,Individual,Manual,"Second Owner","19.7 kmpl","796 CC","46.3 bhp","62Nm@ 3000rpm",5,1626
"Maruti Alto LXi",2011,200000,50600,Petrol,Individual,Manual,"First Owner","19.7 kmpl","796 CC","46.3 bhp","62Nm@ 3000rpm",5,1627
"Maruti Alto LXi",2011,195000,46000,Petrol,Individual,Manual,"Second Owner","19.7 kmpl","796 CC","46.3 bhp","62Nm@ 3000rpm",5,1628
"Maruti Alto LXi",2011,130000,100000,Petrol,Individual,Manual,"Second Owner","19.7 kmpl","796 CC","46.3 bhp","62Nm@ 3000rpm",5,1629
"Maruti Alto LXi",2011,180000,60000,Petrol,Individual,Manual,"First Owner","19.7 kmpl","796 CC","46.3 bhp","62Nm@ 3000rpm",5,1630
"Maruti Alto Std",2011,141000,15000,Petrol,Individual,Manual,"Third Owner","19.7 kmpl","796 CC","46.3 bhp","62Nm@ 3000rpm",5,1631
"Maruti Eeco 5 Seater AC BSIV",2011,150000,80000,Petrol,Individual,Manual,"Third Owner","15.37 kmpl","1196 CC","73 bhp","101Nm@ 3000rpm",5,1632
"Maruti Eeco 5 Seater AC BSIV",2011,250000,36000,Petrol,Individual,Manual,"Second Owner","15.37 kmpl","1196 CC","73 bhp","101Nm@ 3000rpm",5,1633
"Maruti Eeco 5 STR With AC Plus HTR CNG",2011,209000,1,CNG,Individual,Manual,"Fourth & Above Owner","15.1 km/kg","1196 CC","73 bhp","101Nm@ 3000rpm",5,1634
"Maruti Eeco 7 Seater Standard BSIV",2011,145000,50000,Petrol,Individual,Manual,"Second Owner","15.37 kmpl","1196 CC","73 bhp","101Nm@ 3000rpm",7,1635
"Maruti Eeco 7 Seater Standard BSIV",2011,160000,100000,Petrol,Individual,Manual,"Second Owner","15.37 kmpl","1196 CC","73 bhp","101Nm@ 3000rpm",7,1636
"Maruti Eeco 7 Seater Standard BSIV",2011,180000,110000,Petrol,Individual,Manual,"Second Owner","15.37 kmpl","1196 CC","73 bhp","101Nm@ 3000rpm",7,1637
"Maruti Omni 5 Seater BSIV",2011,130000,70000,Petrol,Individual,Manual,"Second Owner","14.0 kmpl","796 CC","35 bhp","6.1kgm@ 3000rpm",5,1638
"Maruti Omni 5 Seater BSIV",2011,130000,70000,Petrol,Individual,Manual,"Second Owner","14.0 kmpl","796 CC","35 bhp","6.1kgm@ 3000rpm",5,1639
"Maruti Ritz LDi",2011,160000,140000,Diesel,Individual,Manual,"First Owner","21.1 kmpl","1248 CC","73.9 bhp","190Nm@ 2000rpm",5,1640
"Maruti Ritz LDi",2011,170000,175000,Diesel,Individual,Manual,"Second Owner","21.1 kmpl","1248 CC","73.9 bhp","190Nm@ 2000rpm",5,1641
"Maruti Ritz LDi",2011,185000,185000,Diesel,Individual,Manual,"Third Owner","21.1 kmpl","1248 CC","73.9 bhp","190Nm@ 2000rpm",5,1642
"Maruti Ritz LXI",2011,215000,40000,Petrol,Individual,Manual,"First Owner","21.1 kmpl","1197 CC","85.80 bhp","114Nm@ 4000rpm",5,1643
"Maruti Ritz LXI",2011,200000,100000,Petrol,Individual,Manual,"Second Owner","21.1 kmpl","1197 CC","85.80 bhp","114Nm@ 4000rpm",5,1644
"Maruti Ritz VDi",2011,270000,89000,Diesel,Individual,Manual,"Second Owner","21.1 kmpl","1248 CC","73.9 bhp","113Nm@ 4500rpm",5,1645
"Maruti Ritz VDi",2011,300000,90000,Diesel,Individual,Manual,"Second Owner","21.1 kmpl","1248 CC","73.9 bhp","113Nm@ 4500rpm",5,1646
"Maruti Ritz VDi",2011,290000,110000,Diesel,Individual,Manual,"Second Owner","21.1 kmpl","1248 CC","73.9 bhp","113Nm@ 4500rpm",5,1647
"Maruti Ritz VDi",2011,250000,60000,Diesel,Individual,Manual,"Second Owner","21.1 kmpl","1248 CC","73.9 bhp","113Nm@ 4500rpm",5,1648
"Maruti Ritz VDi",2011,204999,85000,Diesel,Individual,Manual,"Second Owner","21.1 kmpl","1248 CC","73.9 bhp","113Nm@ 4500rpm",5,1649
"Maruti Ritz VDi",2011,250000,90000,Diesel,Individual,Manual,"Third Owner","21.1 kmpl","1248 CC","73.9 bhp","113Nm@ 4500rpm",5,1650
"Maruti Ritz VDi",2011,350000,118000,Diesel,Individual,Manual,"Second Owner","21.1 kmpl","1248 CC","73.9 bhp","113Nm@ 4500rpm",5,1651
"Maruti Ritz VDi",2011,275000,165000,Diesel,Individual,Manual,"First Owner","21.1 kmpl","1248 CC","73.9 bhp","113Nm@ 4500rpm",5,1652
"Maruti Ritz VDi ABS",2011,210000,100000,Diesel,Individual,Manual,"Second Owner","21.1 kmpl","1248 CC","73.9 bhp","113Nm@ 4500rpm",5,1653
"Maruti Ritz VXi",2011,229999,18500,Petrol,Individual,Manual,"First Owner","18.5 kmpl","1197 CC","85.80 bhp","114Nm@ 4000rpm",5,1654
"Maruti Ritz VXi (ABS) BS IV",2011,190000,47000,Petrol,Individual,Manual,"First Owner","18.5 kmpl","1197 CC","85.80 bhp","114Nm@ 4000rpm",5,1655
"Maruti Swift Dzire LDi",2011,270000,60000,Diesel,Individual,Manual,"Second Owner","19.3 kmpl","1248 CC","73.9 bhp","190Nm@ 2000rpm",5,1656
"Maruti Swift Dzire LDi",2011,240000,90000,Diesel,Individual,Manual,"Second Owner","19.3 kmpl","1248 CC","73.9 bhp","190Nm@ 2000rpm",5,1657
"Maruti Swift Dzire LDi",2011,430000,120000,Diesel,Individual,Manual,"Second Owner","19.3 kmpl","1248 CC","73.9 bhp","190Nm@ 2000rpm",5,1658
"Maruti Swift Dzire VDi",2011,300000,125000,Diesel,Individual,Manual,"First Owner","19.3 kmpl","1248 CC","73.9 bhp","190Nm@ 2000rpm",5,1659
"Maruti Swift Dzire VDi",2011,350000,137500,Diesel,Individual,Manual,"Third Owner","19.3 kmpl","1248 CC","73.9 bhp","190Nm@ 2000rpm",5,1660
"Maruti Swift Dzire Vdi BSIV",2011,500000,60000,Diesel,Individual,Manual,"Second Owner","19.3 kmpl","1248 CC","73.9 bhp","190Nm@ 2000rpm",5,1661
"Maruti Swift Dzire Vdi BSIV",2011,347000,80600,Diesel,Individual,Manual,"First Owner","19.3 kmpl","1248 CC","73.9 bhp","190Nm@ 2000rpm",5,1662
"Maruti Swift Dzire Vdi BSIV",2011,250000,170000,Diesel,Individual,Manual,"First Owner","19.3 kmpl","1248 CC","73.9 bhp","190Nm@ 2000rpm",5,1663
"Maruti Swift Dzire Vdi BSIV",2011,265000,60000,Diesel,Individual,Manual,"First Owner","19.3 kmpl","1248 CC","73.9 bhp","190Nm@ 2000rpm",5,1664
"Maruti Swift Dzire VXi",2011,275000,70000,Petrol,Individual,Manual,"Third Owner","17.5 kmpl","1298 CC","85.8 bhp","114Nm@ 4000rpm",5,1665
"Maruti Swift Dzire VXi",2011,300000,100000,Petrol,Individual,Manual,"Second Owner","17.5 kmpl","1298 CC","85.8 bhp","114Nm@ 4000rpm",5,1666
"Maruti Swift Dzire ZDi",2011,300000,120000,Diesel,Individual,Manual,"Third Owner","19.3 kmpl","1248 CC","73.9 bhp","190Nm@ 2000rpm",5,1667
"Maruti Swift Dzire ZDi",2011,310000,70000,Diesel,Individual,Manual,"Second Owner","19.3 kmpl","1248 CC","73.9 bhp","190Nm@ 2000rpm",5,1668
"Maruti Swift Dzire ZDi",2011,350000,120000,Diesel,Individual,Manual,"Second Owner","19.3 kmpl","1248 CC","73.9 bhp","190Nm@ 2000rpm",5,1669
"Maruti Swift Dzire ZDi",2011,320000,110000,Diesel,Individual,Manual,"Second Owner","19.3 kmpl","1248 CC","73.9 bhp","190Nm@ 2000rpm",5,1670
"Maruti Swift Dzire ZDi",2011,265000,90000,Diesel,Individual,Manual,"Fourth & Above Owner","19.3 kmpl","1248 CC","73.9 bhp","190Nm@ 2000rpm",5,1671
"Maruti Swift Dzire ZXi",2011,335000,15000,Petrol,Individual,Manual,"First Owner","17.5 kmpl","1298 CC","85.8 bhp","114Nm@ 4000rpm",5,1672
"Maruti Swift LXI",2011,277000,55403,Petrol,Dealer,Manual,"First Owner","18.6 kmpl","1197 CC","85.8 bhp","114Nm@ 4000rpm",5,1673
"Maruti Swift LXI",2011,275000,50000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","85.8 bhp","114Nm@ 4000rpm",5,1674
"Maruti Swift VDI",2011,400000,72000,Diesel,Individual,Manual,"First Owner","22.9 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5,1675
"Maruti Swift VDI",2011,375000,90000,Diesel,Individual,Manual,"Second Owner","22.9 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5,1676
"Maruti Swift VDI",2011,235000,100000,Diesel,Individual,Manual,"Second Owner","22.9 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5,1677
"Maruti Swift VDI",2011,280000,210000,Diesel,Individual,Manual,"First Owner","22.9 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5,1678
"Maruti Swift VDI",2011,300000,70000,Diesel,Individual,Manual,"Second Owner","22.9 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5,1679
"Maruti Swift VDI",2011,400000,60000,Diesel,Individual,Manual,"First Owner","22.9 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5,1680
"Maruti Swift VDI",2011,325000,70000,Diesel,Individual,Manual,"First Owner","22.9 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5,1681
"Maruti Swift VDI",2011,400000,72000,Diesel,Individual,Manual,"First Owner","22.9 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5,1682
"Maruti Swift Vdi BSIII",2011,305000,188000,Diesel,Individual,Manual,"Second Owner","17.8 kmpl","1248 CC","75 bhp","190Nm@ 2000rpm",5,1683
"Maruti Swift Vdi BSIII",2011,305000,188000,Diesel,Individual,Manual,"Second Owner","17.8 kmpl","1248 CC","75 bhp","190Nm@ 2000rpm",5,1684
"Maruti Swift VDI BSIV",2011,375000,97000,Diesel,Dealer,Manual,"First Owner","25.2 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5,1685
"Maruti Swift VXI",2011,280000,20000,Petrol,Individual,Manual,"Second Owner","18.6 kmpl","1197 CC","85.8 bhp","114Nm@ 4000rpm",5,1686
"Maruti Swift ZXI ABS",2011,325000,58000,Petrol,Individual,Manual,"Third Owner","16.1 kmpl","1298 CC","88.2 bhp","11.5@ 4,500(kgm@ rpm)",5,1687
"Maruti SX4 Celebration Diesel",2011,242000,120000,Diesel,Individual,Manual,"First Owner","21.5 kmpl","1248 CC","88.8 bhp","200Nm@ 1750rpm",5,1688
"Maruti SX4 Celebration Diesel",2011,242000,120000,Diesel,Individual,Manual,"First Owner","21.5 kmpl","1248 CC","88.8 bhp","200Nm@ 1750rpm",5,1689
"Maruti SX4 Vxi BSIV",2011,350000,48756,Petrol,Individual,Manual,"Second Owner","15.5 kmpl","1586 CC","103.3 bhp","145Nm@ 4100rpm",5,1690
"Maruti SX4 Vxi BSIV",2011,190000,80000,Petrol,Individual,Manual,"Third Owner","15.5 kmpl","1586 CC","103.3 bhp","145Nm@ 4100rpm",5,1691
"Maruti SX4 ZDI",2011,250000,85000,Diesel,Individual,Manual,"Second Owner","21.5 kmpl","1248 CC","88.8 bhp","200Nm@ 1750rpm",5,1692
"Maruti SX4 ZDI Leather",2011,350000,115000,Diesel,Individual,Manual,"Fourth & Above Owner","21.5 kmpl","1248 CC","88.8 bhp","200Nm@ 1750rpm",5,1693
"Maruti SX4 ZXI AT",2011,220000,65000,Petrol,Individual,Automatic,"Third Owner","12.6 kmpl","1586 CC","103.3 bhp","145Nm@ 4100rpm",5,1694
"Maruti SX4 ZXI AT",2011,260000,65000,Petrol,Individual,Automatic,"Third Owner","12.6 kmpl","1586 CC","103.3 bhp","145Nm@ 4100rpm",5,1695
